x,y
5.73438,292.516
105.484,192.766
205.234,392.266
105.484,392.266
202.117,93.0156
105.484,93.0156
301.867,392.266
52.4922,292.516
301.867,192.766
149.125,192.766
202.117,292.516
105.484,292.516
298.75,93.0156
152.242,93.0156
255.109,392.266
-0.5,242.641
348.625,192.766
102.367,142.891
251.992,292.516
152.242,392.266
251.992,93.0156
102.367,43.1406
304.984,292.516
52.4922,242.641
354.859,93.0156
2.61719,192.766
351.742,392.266
155.359,292.516
205.234,192.766
2.61719,93.0156
351.742,292.516
2.61719,392.266
304.984,142.891
52.4922,192.766
202.117,342.391
102.367,342.391
202.117,43.1406
155.359,142.891
304.984,342.391
24.4375,292.516
255.109,192.766
55.6094,93.0156
202.117,242.641
102.367,242.641
251.992,43.1406
152.242,43.1406
301.867,242.641
52.4922,392.266
348.625,142.891
2.61719,142.891
248.875,342.391
152.242,342.391
205.234,142.891
127.305,192.766
255.109,242.641
77.4297,292.516
323.688,192.766
5.73438,43.1406
149.125,242.641
124.188,392.266
2.61719,342.391
223.938,392.266
227.055,93.0156
351.742,342.391
124.188,93.0156
52.4922,142.891
177.18,192.766
301.867,43.1406
227.055,292.516
251.992,142.891
27.5547,242.641
52.4922,43.1406
127.305,292.516
351.742,242.641
376.68,192.766
276.93,392.266
27.5547,192.766
177.18,93.0156
130.422,142.891
276.93,93.0156
326.805,392.266
351.742,43.1406
177.18,392.266
276.93,292.516
27.5547,93.0156
326.805,292.516
74.3125,192.766
227.055,342.391
77.4297,93.0156
227.055,192.766
177.18,292.516
227.055,43.1406
52.4922,342.391
276.93,192.766
379.797,392.266
326.805,142.891
227.055,242.641
376.68,292.516
130.422,342.391
276.93,342.391
329.922,342.391
280.047,242.641
130.422,43.1406
329.922,242.641
24.4375,142.891
177.18,142.891
77.4297,242.641
205.234,367.328
280.047,43.1406
30.6719,43.1406
376.68,342.391
130.422,242.641
326.805,93.0156
27.5547,392.266
202.117,267.578
180.297,342.391
227.055,142.891
74.3125,43.1406
376.68,242.641
-0.5,267.578
376.68,142.891
77.4297,392.266
251.992,367.328
52.4922,267.578
205.234,68.0781
2.61719,68.0781
251.992,267.578
174.062,242.641
379.797,93.0156
177.18,43.1406
202.117,317.453
30.6719,342.391
276.93,142.891
80.5469,142.891
298.75,367.328
102.367,367.328
301.867,167.828
105.484,167.828
202.117,217.703
2.61719,217.703
248.875,68.0781
52.4922,68.0781
304.984,267.578
102.367,267.578
329.922,43.1406
5.73438,167.828
255.109,317.453
77.4297,342.391
202.117,167.828
155.359,367.328
354.859,367.328
55.6094,217.703
199,18.2031
2.61719,18.2031
251.992,217.703
105.484,68.0781
251.992,167.828
52.4922,167.828
351.742,267.578
152.242,267.578
348.625,167.828
155.359,167.828
227.055,367.328
2.61719,367.328
251.992,18.2031
55.6094,18.2031
301.867,317.453
105.484,317.453
379.797,43.1406
152.242,68.0781
227.055,267.578
27.5547,267.578
202.117,117.953
2.61719,117.953
301.867,217.703
99.25,217.703
301.867,117.953
102.367,117.953
276.93,367.328
55.6094,367.328
227.055,68.0781
24.4375,68.0781
354.859,317.453
155.359,317.453
301.867,68.0781
102.367,18.2031
351.742,217.703
80.5469,267.578
251.992,117.953
49.375,117.953
323.688,367.328
149.125,217.703
345.508,117.953
77.4297,68.0781
280.047,68.0781
2.61719,317.453
351.742,68.0781
124.188,367.328
280.047,267.578
27.5547,167.828
326.805,267.578
152.242,117.953
230.172,317.453
30.6719,217.703
376.68,367.328
127.305,267.578
230.172,167.828
52.4922,317.453
326.805,167.828
276.93,167.828
301.867,18.2031
30.6719,18.2031
155.359,18.2031
74.3125,167.828
223.938,217.703
227.055,117.953
376.68,267.578
177.18,367.328
74.3125,217.703
177.18,267.578
376.68,167.828
230.172,18.2031
351.742,18.2031
127.305,167.828
74.3125,18.2031
127.305,68.0781
273.812,317.453
323.688,217.703
273.812,217.703
27.5547,367.328
127.305,317.453
15.0859,292.516
273.812,117.953
379.797,217.703
329.922,117.953
30.6719,117.953
174.062,167.828
15.0859,93.0156
217.703,392.266
326.805,317.453
214.586,292.516
124.188,217.703
77.4297,367.328
177.18,317.453
180.297,68.0781
64.9609,292.516
77.4297,117.953
280.047,18.2031
177.18,217.703
68.0781,93.0156
24.4375,317.453
214.586,192.766
214.586,93.0156
18.2031,192.766
15.0859,242.641
127.305,117.953
317.453,292.516
376.68,117.953
264.461,392.266
64.9609,242.641
11.9688,43.1406
114.836,392.266
261.344,192.766
373.562,317.453
314.336,192.766
130.422,18.2031
40.0234,292.516
68.0781,192.766
267.578,292.516
264.461,93.0156
364.211,292.516
329.922,68.0781
117.953,292.516
180.297,117.953
77.4297,317.453
217.703,342.391
214.586,142.891
314.336,392.266
64.9609,43.1406
167.828,392.266
174.062,18.2031
364.211,192.766
214.586,242.641
89.8984,292.516
15.0859,142.891
161.594,292.516
214.586,43.1406
314.336,242.641
373.562,68.0781
117.953,192.766
15.0859,392.266
111.719,342.391
267.578,342.391
264.461,142.891
364.211,392.266
61.8438,142.891
114.836,93.0156
40.0234,242.641
314.336,142.891
267.578,242.641
267.578,43.1406
117.953,242.641
64.9609,392.266
40.0234,192.766
364.211,242.641
326.805,18.2031
236.406,392.266
164.711,192.766
40.0234,93.0156
167.828,342.391
164.711,93.0156
239.523,192.766
317.453,342.391
364.211,142.891
89.8984,242.641
89.8984,192.766
164.711,242.641
236.406,93.0156
376.68,18.2031
242.641,292.516
114.836,142.891
15.0859,342.391
89.8984,93.0156
286.281,192.766
339.273,292.516
342.391,192.766
142.891,292.516
114.836,43.1406
15.0859,267.578
289.398,392.266
